"segment_id","forecast_month","gross_recovery_for_month"
"subprime_q3",64,"721.30074175900000"
"subprime_q3",65,"780.73592048910000"
"subprime_q3",66,"848.33640945240000"
"subprime_q3",67,"891.70203479820000"
"subprime_q3",68,"949.65360103200000"
"subprime_q3",69,"1019.92198303530000"
"subprime_q3",70,"1092.79440459450000"
"subprime_q3",71,"1194.97865694180000"
"subprime_q3",72,"1276.91843936050000"
"subprime_q3",73,"1332.37343060250000"
"subprime_q3",74,"1417.14017433200000"
"subprime_q3",75,"1463.91103624400000"
"subprime_q3",76,"1531.40007051150000"
"subprime_q3",77,"1570.72917687840000"
"subprime_q3",78,"1631.21793160620000"
"subprime_q3",79,"1675.68964116400000"
"subprime_q3",80,"1736.85055644380000"
"subprime_q3",81,"1774.99653728360000"
"subprime_q3",82,"1810.66604751120000"
"subprime_q3",83,"1879.50155338320000"
"subprime_q3",84,"1962.55030986000000"
"subprime_q4",11,"15.45961687680000"
"subprime_q4",12,"58.01368372970000"
"subprime_q4",13,"91.23074674740000"
"subprime_q4",14,"89.42400401220000"
"subprime_q4",15,"137.00764779830000"
"subprime_q4",16,"134.29502333400000"
"subprime_q4",17,"179.01015500000000"
"subprime_q4",18,"175.46589125000000"
"subprime_q4",19,"210.61777814700000"
"subprime_q4",20,"206.44692324480000"
"subprime_q4",21,"260.62990170330000"
"subprime_q4",22,"293.15597758400000"
"subprime_q4",23,"369.33894749160000"
"subprime_q4",24,"362.02568149160000"
"subprime_q4",25,"354.85721815840000"
"subprime_q4",26,"347.83063218560000"
"subprime_q4",27,"375.80899098090000"
"subprime_q4",28,"368.36855368440000"
"subprime_q4",29,"361.07321700690000"
"subprime_q4",30,"353.92459317750000"
"subprime_q4",31,"346.91623327980000"
"subprime_q4",32,"340.04652508470000"
"subprime_q4",33,"333.31385636310000"
"subprime_q4",34,"326.71339042770000"
"subprime_q4",35,"320.24351504940000"
"subprime_q4",36,"313.90261799910000"
"subprime_q4",37,"307.68747481860000"
"subprime_q4",38,"301.59486104970000"
"subprime_q4",39,"295.62155223420000"
"subprime_q4",40,"289.76916060120000"
"subprime_q4",41,"284.03123723430000"
"subprime_q4",42,"278.40616990440000"
"subprime_q4",43,"272.89395861150000"
"subprime_q4",44,"273.55825033020000"
"subprime_q4",45,"268.14192459120000"
"subprime_q4",46,"262.83277120320000"
"subprime_q4",47,"257.62749255540000"
"subprime_q4",48,"252.52608864780000"
"subprime_q4",49,"247.52526186960000"
"subprime_q4",50,"242.62501222080000"
"subprime_q4",51,"248.57127358180000"
"subprime_q4",52,"243.64941140020000"
"subprime_q4",53,"242.67364254900000"
"subprime_q4",54,"242.99600687560000"
"subprime_q4",55,"248.77831680600000"
"subprime_q4",56,"248.87060509920000"
"subprime_q4",57,"253.23182572880000"
"subprime_q4",58,"255.06161561100000"
"subprime_q4",59,"278.48636029820000"
"subprime_q4",60,"281.48623288820000"
"subprime_q4",61,"307.65591185160000"
"subprime_q4",62,"330.86428836000000"
"subprime_q4",63,"350.81327126200000"
"subprime_q4",64,"354.17020647450000"
"subprime_q4",65,"391.86626216980000"
"subprime_q4",66,"409.96746840720000"
"subprime_q4",67,"436.76619514920000"
"subprime_q4",68,"474.41523080640000"
"subprime_q4",69,"497.10566806600000"
"subprime_q4",70,"546.38736305700000"
"subprime_q4",71,"572.45589695240000"
"subprime_q4",72,"620.56975764960000"
"subprime_q4",73,"713.64867979350000"
"subprime_q4",74,"772.23521504700000"
"subprime_q4",75,"811.12375576040000"
"subprime_q4",76,"837.49328385650000"
"subprime_q4",77,"918.35065085760000"
"subprime_q4",78,"932.63869066440000"
"subprime_q4",79,"997.57367917900000"
"subprime_q4",80,"1099.52238182920000"
"subprime_q4",81,"1182.43488692580000"
"subprime_q4",82,"1244.03127125040000"
"subprime_q4",83,"1329.83005609680000"
"subprime_q4",84,"1391.79966975000000"
"super_prime_q1",10,"6.05273989320000"
"super_prime_q1",11,"21.77219398040000"
